StationName,ObservationDate,Year,Precipitation,PrecipitationRank
CHICAGO MIDWAY AIRPORT IL US,46:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,24:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,34:00.0,2004,6,3
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2004,0.43,73
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.43,73
CHICAGO MIDWAY AIRPORT IL US,22:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,16:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,53:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,37:00.0,2004,6,3
PHILADELPHIA INTERNATIONAL AIRPORT PA US,05:00.0,2004,6,1
CHICAGO MIDWAY AIRPORT IL US,42:00.0,2004,6,3
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2004,0.77,27
CHICAGO MIDWAY AIRPORT IL US,25:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,03:00.0,2004,6,3
BOSTON MA US,54:00.0,2004,6,32
BOSTON MA US,54:00.0,2004,6,32
BOSTON MA US,54:00.0,2004,6,32
CHICAGO MIDWAY AIRPORT IL US,46:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,35:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,37:00.0,2004,6,3
BOSTON MA US,54:00.0,2004,6,32
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,2004,1.25,43
DETROIT CITY AIRPORT MI US,44:00.0,2004,0.85,85
DETROIT CITY AIRPORT MI US,53:00.0,2004,0.85,85
WASHINGTON REAGAN NATIONAL AIRPORT VA US,22:00.0,2004,1.06,98
WASHINGTON REAGAN NATIONAL AIRPORT VA US,29:00.0,2004,1.15,67
WASHINGTON REAGAN NATIONAL AIRPORT VA US,38:00.0,2004,1.23,53
WASHINGTON REAGAN NATIONAL AIRPORT VA US,42:00.0,2004,1.33,32
WASHINGTON REAGAN NATIONAL AIRPORT VA US,51:00.0,2004,1.46,23
WASHINGTON REAGAN NATIONAL AIRPORT VA US,00:00.0,2004,1.46,23
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,51:00.0,2004,1.78,49
BOSTON MA US,28:00.0,2004,6,32
BOSTON MA US,54:00.0,2004,6,32
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.66,15
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2004,0.48,99
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.48,99
CHICAGO MIDWAY AIRPORT IL US,38:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,25:00.0,2004,6,3
BOSTON MA US,46:00.0,2004,6,32
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2004,0.8,23
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.8,23
LOS ANGELES INTERNATIONAL AIRPORT CA US,31:00.0,2004,0.59,52
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2004,0.61,44
LOS ANGELES INTERNATIONAL AIRPORT CA US,00:00.0,2004,0.61,44
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2004,0.66,35
CHICAGO MIDWAY AIRPORT IL US,53:00.0,2004,6,3
CHICAGO MIDWAY AIRPORT IL US,01:00.0,2005,6,3
LOS ANGELES INTERNATIONAL AIRPORT CA US,50:00.0,2005,0.75,29
CHICAGO MIDWAY AIRPORT IL US,22:00.0,2005,6.5,1
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2005,0.55,36
CHICAGO MIDWAY AIRPORT IL US,01:00.0,2005,6.5,1
BOSTON MA US,38:00.0,2005,6,32
BOSTON MA US,41:00.0,2005,6,32
BOSTON MA US,06:00.0,2005,6,32
BOSTON MA US,42:00.0,2005,6,32
BOSTON MA US,03:00.0,2005,6,32
BOSTON MA US,18:00.0,2005,6,32
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,23:00.0,2005,1.42,78
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,33:00.0,2005,2.42,31
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,41:00.0,2005,3.01,27
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,51:00.0,2005,3.54,25
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,51:00.0,2005,1.52,63
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,51:00.0,2005,1.96,41
MIAMI INTERNATIONAL AIRPORT FL US,39:00.0,2005,2.05,71
MIAMI INTERNATIONAL AIRPORT FL US,33:00.0,2005,2.16,57
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2005,2.89,11
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2005,1.39,55
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2005,0.44,69
WASHINGTON REAGAN NATIONAL AIRPORT VA US,45:00.0,2006,1.1,82
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2006,1.41,27
WASHINGTON REAGAN NATIONAL AIRPORT VA US,26:00.0,2006,1.4,28
WASHINGTON REAGAN NATIONAL AIRPORT VA US,33:00.0,2006,1.47,20
WASHINGTON REAGAN NATIONAL AIRPORT VA US,35:00.0,2006,1.49,19
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2006,1.93,6
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2006,1.63,9
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2006,1.23,91
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2006,1.49,68
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,43:00.0,2006,1.93,46
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2006,1.96,41
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2006,3.43,5
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2006,3.19,8
CHICAGO MIDWAY AIRPORT IL US,29:00.0,2006,1.38,89
CHICAGO MIDWAY AIRPORT IL US,37:00.0,2006,1.44,80
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2007,2.45,28
BOSTON MA US,43:00.0,2007,1.33,90
BOSTON MA US,46:00.0,2007,1.33,90
BOSTON MA US,48:00.0,2007,1.33,90
BOSTON MA US,54:00.0,2007,1.21,99
BOSTON MA US,36:00.0,2007,1.26,97
BOSTON MA US,47:00.0,2007,1.56,84
BOSTON MA US,54:00.0,2007,1.61,82
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2007,1.07,95
DETROIT CITY AIRPORT MI US,19:00.0,2007,0.81,97
DETROIT CITY AIRPORT MI US,25:00.0,2007,0.86,81
DETROIT CITY AIRPORT MI US,34:00.0,2007,0.88,77
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2007,1.33,91
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,52:00.0,2007,0.66,15
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2007,0.64,19
BOSTON MA US,49:00.0,2008,9.99,7
BOSTON MA US,00:00.0,2008,9.99,7
BOSTON MA US,17:00.0,2008,10,5
BOSTON MA US,51:00.0,2008,10.07,1
BOSTON MA US,00:00.0,2008,10.07,1
BOSTON MA US,34:00.0,2008,9.95,21
BOSTON MA US,00:00.0,2008,9.97,19
BOSTON MA US,50:00.0,2008,9.98,9
BOSTON MA US,00:00.0,2008,9.98,9
BOSTON MA US,00:00.0,2008,9.98,9
BOSTON MA US,19:00.0,2008,9.98,9
BOSTON MA US,24:00.0,2008,10,5
BOSTON MA US,31:00.0,2008,10.01,4
BOSTON MA US,58:00.0,2008,9.94,25
BOSTON MA US,08:00.0,2008,9.94,25
BOSTON MA US,15:00.0,2008,9.94,25
BOSTON MA US,16:00.0,2008,9.94,25
BOSTON MA US,19:00.0,2008,9.95,21
BOSTON MA US,48:00.0,2008,9.95,21
BOSTON MA US,50:00.0,2008,9.95,21
BOSTON MA US,58:00.0,2008,9.98,9
BOSTON MA US,59:00.0,2008,9.96,20
BOSTON MA US,07:00.0,2008,9.98,9
BOSTON MA US,12:00.0,2008,9.98,9
BOSTON MA US,19:00.0,2008,9.98,9
BOSTON MA US,48:00.0,2008,9.98,9
BOSTON MA US,49:00.0,2008,9.98,9
BOSTON MA US,55:00.0,2008,10.05,3
BOSTON MA US,58:00.0,2008,9.93,29
BOSTON MA US,59:00.0,2008,9.93,29
BOSTON MA US,00:00.0,2008,9.93,29
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2008,0.42,85
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2008,1.25,43
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2008,2.28,42
PHILADELPHIA INTERNATIONAL AIRPORT PA US,30:00.0,2008,1.22,96
PHILADELPHIA INTERNATIONAL AIRPORT PA US,35:00.0,2008,1.28,78
PHILADELPHIA INTERNATIONAL AIRPORT PA US,46:00.0,2008,1.29,76
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2008,1.29,76
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2008,1.15,67
LOS ANGELES INTERNATIONAL AIRPORT CA US,53:00.0,2008,0.59,52
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2009,1.35,86
DETROIT CITY AIRPORT MI US,18:00.0,2009,0.98,57
DETROIT CITY AIRPORT MI US,36:00.0,2009,1.37,16
DETROIT CITY AIRPORT MI US,49:00.0,2009,1.49,10
DETROIT CITY AIRPORT MI US,53:00.0,2009,1.36,17
PHILADELPHIA INTERNATIONAL AIRPORT PA US,47:00.0,2009,1.22,96
PHILADELPHIA INTERNATIONAL AIRPORT PA US,49:00.0,2009,1.31,68
PHILADELPHIA INTERNATIONAL AIRPORT PA US,51:00.0,2009,1.36,60
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2009,1.39,55
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2009,1.42,48
PHILADELPHIA INTERNATIONAL AIRPORT PA US,32:00.0,2009,1.36,60
PHILADELPHIA INTERNATIONAL AIRPORT PA US,46:00.0,2009,1.42,48
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2009,1.23,91
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2010,0.46,57
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2010,0.45,65
LOS ANGELES INTERNATIONAL AIRPORT CA US,40:00.0,2010,0.96,11
LOS ANGELES INTERNATIONAL AIRPORT CA US,42:00.0,2010,0.96,11
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2010,2.13,61
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2010,1.58,57
DETROIT CITY AIRPORT MI US,34:00.0,2010,1.04,53
DETROIT CITY AIRPORT MI US,50:00.0,2010,1.15,38
DETROIT CITY AIRPORT MI US,51:00.0,2010,1.15,38
DETROIT CITY AIRPORT MI US,53:00.0,2010,1.16,36
BOSTON MA US,20:00.0,2010,1.5,87
BOSTON MA US,54:00.0,2010,1.51,86
CHICAGO MIDWAY AIRPORT IL US,39:00.0,2010,1.4,84
CHICAGO MIDWAY AIRPORT IL US,51:00.0,2010,1.54,73
CHICAGO MIDWAY AIRPORT IL US,48:00.0,2010,1.36,93
CHICAGO MIDWAY AIRPORT IL US,51:00.0,2010,1.54,73
PHILADELPHIA INTERNATIONAL AIRPORT PA US,28:00.0,2010,1.34,64
PHILADELPHIA INTERNATIONAL AIRPORT PA US,44:00.0,2010,1.37,59
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2010,1.24,89
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2011,1.31,98
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2011,2,79
DETROIT CITY AIRPORT MI US,17:00.0,2011,0.96,61
DETROIT CITY AIRPORT MI US,26:00.0,2011,1.17,32
DETROIT CITY AIRPORT MI US,31:00.0,2011,1.23,25
DETROIT CITY AIRPORT MI US,44:00.0,2011,1.41,14
DETROIT CITY AIRPORT MI US,47:00.0,2011,1.47,11
DETROIT CITY AIRPORT MI US,53:00.0,2011,1.47,11
CHICAGO MIDWAY AIRPORT IL US,51:00.0,2011,1.31,96
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2011,2.32,38
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2011,1.27,80
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2011,1.22,55
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2011,1.26,81
PHILADELPHIA INTERNATIONAL AIRPORT PA US,32:00.0,2011,1.23,91
PHILADELPHIA INTERNATIONAL AIRPORT PA US,35:00.0,2011,1.25,83
PHILADELPHIA INTERNATIONAL AIRPORT PA US,42:00.0,2011,1.25,83
PHILADELPHIA INTERNATIONAL AIRPORT PA US,49:00.0,2011,1.25,83
PHILADELPHIA INTERNATIONAL AIRPORT PA US,51:00.0,2011,1.25,83
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2011,1.31,68
LOS ANGELES INTERNATIONAL AIRPORT CA US,53:00.0,2012,0.53,70
LOS ANGELES INTERNATIONAL AIRPORT CA US,17:00.0,2012,0.96,11
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2012,4.01,2
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2012,2.02,76
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2012,2.07,69
DETROIT CITY AIRPORT MI US,26:00.0,2012,0.95,67
DETROIT CITY AIRPORT MI US,28:00.0,2012,0.96,61
DETROIT CITY AIRPORT MI US,53:00.0,2012,0.96,61
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,27:00.0,2012,1.4,80
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,31:00.0,2012,1.5,67
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,45:00.0,2012,1.52,63
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2012,1.62,55
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2012,2.12,63
BOSTON MA US,44:00.0,2012,1.27,96
BOSTON MA US,48:00.0,2012,1.29,95
BOSTON MA US,54:00.0,2012,1.33,90
CHICAGO MIDWAY AIRPORT IL US,51:00.0,2012,1.32,95
WASHINGTON REAGAN NATIONAL AIRPORT VA US,46:00.0,2012,1.21,56
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2012,1.21,56
PHILADELPHIA INTERNATIONAL AIRPORT PA US,50:00.0,2012,1.41,51
PHILADELPHIA INTERNATIONAL AIRPORT PA US,52:00.0,2012,1.47,41
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2012,1.46,44
LOS ANGELES INTERNATIONAL AIRPORT CA US,53:00.0,2012,0.59,52
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2013,2.7,15
WASHINGTON REAGAN NATIONAL AIRPORT VA US,14:00.0,2013,1.21,56
WASHINGTON REAGAN NATIONAL AIRPORT VA US,18:00.0,2013,1.25,43
WASHINGTON REAGAN NATIONAL AIRPORT VA US,21:00.0,2013,1.28,41
WASHINGTON REAGAN NATIONAL AIRPORT VA US,25:00.0,2013,1.31,36
WASHINGTON REAGAN NATIONAL AIRPORT VA US,31:00.0,2013,1.32,34
WASHINGTON REAGAN NATIONAL AIRPORT VA US,47:00.0,2013,1.33,32
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2013,1.17,63
CHICAGO MIDWAY AIRPORT IL US,39:00.0,2013,1.59,69
CHICAGO MIDWAY AIRPORT IL US,51:00.0,2013,1.84,56
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2013,2.17,36
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,37:00.0,2013,1.41,79
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,49:00.0,2013,1.44,75
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2013,1.2,59
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2013,1.24,89
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2013,1.21,98
PHILADELPHIA INTERNATIONAL AIRPORT PA US,39:00.0,2013,1.25,83
PHILADELPHIA INTERNATIONAL AIRPORT PA US,41:00.0,2013,1.42,48
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2013,2.86,15
PHILADELPHIA INTERNATIONAL AIRPORT PA US,23:00.0,2013,1.3,72
PHILADELPHIA INTERNATIONAL AIRPORT PA US,29:00.0,2013,1.33,65
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2013,1.73,20
PHILADELPHIA INTERNATIONAL AIRPORT PA US,37:00.0,2013,1.39,55
PHILADELPHIA INTERNATIONAL AIRPORT PA US,46:00.0,2013,1.51,33
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2013,1.4,54
PHILADELPHIA INTERNATIONAL AIRPORT PA US,44:00.0,2013,1.32,66
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2013,1.36,60
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2013,1.36,85
PHILADELPHIA INTERNATIONAL AIRPORT PA US,24:00.0,2013,1.28,78
PHILADELPHIA INTERNATIONAL AIRPORT PA US,37:00.0,2013,1.51,33
PHILADELPHIA INTERNATIONAL AIRPORT PA US,42:00.0,2013,1.61,27
PHILADELPHIA INTERNATIONAL AIRPORT PA US,45:00.0,2013,1.67,22
PHILADELPHIA INTERNATIONAL AIRPORT PA US,48:00.0,2013,1.67,22
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2013,1.48,39
DETROIT CITY AIRPORT MI US,45:00.0,2013,0.82,96
DETROIT CITY AIRPORT MI US,53:00.0,2013,1.43,13
MIAMI INTERNATIONAL AIRPORT FL US,30:00.0,2013,2.1,65
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2013,1.99,85
WASHINGTON REAGAN NATIONAL AIRPORT VA US,47:00.0,2014,1.09,88
PHILADELPHIA INTERNATIONAL AIRPORT PA US,30:00.0,2014,1.48,39
PHILADELPHIA INTERNATIONAL AIRPORT PA US,40:00.0,2014,1.54,29
PHILADELPHIA INTERNATIONAL AIRPORT PA US,47:00.0,2014,1.54,29
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2014,1.51,33
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2014,2.03,74
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2014,2.21,51
WASHINGTON REAGAN NATIONAL AIRPORT VA US,31:00.0,2014,1.07,95
WASHINGTON REAGAN NATIONAL AIRPORT VA US,37:00.0,2014,1.1,82
WASHINGTON REAGAN NATIONAL AIRPORT VA US,44:00.0,2014,1.1,82
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2014,1.08,90
DETROIT CITY AIRPORT MI US,46:00.0,2014,0.96,61
DETROIT CITY AIRPORT MI US,53:00.0,2014,1.14,40
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2014,1.25,83
MIAMI INTERNATIONAL AIRPORT FL US,38:00.0,2014,2.17,54
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,19:00.0,2014,2.01,39
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,32:00.0,2014,2.26,35
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,34:00.0,2014,2.27,34
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,41:00.0,2014,2.45,30
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,46:00.0,2014,2.46,29
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2014,2.11,38
DETROIT CITY AIRPORT MI US,53:00.0,2014,0.96,61
DETROIT CITY AIRPORT MI US,38:00.0,2014,1.14,40
DETROIT CITY AIRPORT MI US,47:00.0,2014,1.22,28
DETROIT CITY AIRPORT MI US,51:00.0,2014,1.23,25
DETROIT CITY AIRPORT MI US,53:00.0,2014,1.24,24
DETROIT CITY AIRPORT MI US,45:00.0,2014,0.86,81
DETROIT CITY AIRPORT MI US,49:00.0,2014,0.89,76
DETROIT CITY AIRPORT MI US,53:00.0,2014,0.97,58
DETROIT CITY AIRPORT MI US,17:00.0,2014,0.93,70
DETROIT CITY AIRPORT MI US,27:00.0,2014,1.12,43
DETROIT CITY AIRPORT MI US,35:00.0,2014,1.14,40
DETROIT CITY AIRPORT MI US,49:00.0,2014,1.17,32
DETROIT CITY AIRPORT MI US,53:00.0,2014,1.12,43
CHICAGO MIDWAY AIRPORT IL US,51:00.0,2014,1.9,54
DETROIT CITY AIRPORT MI US,53:00.0,2014,1.25,22
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2014,0.71,6
LOS ANGELES INTERNATIONAL AIRPORT CA US,31:00.0,2014,0.52,76
LOS ANGELES INTERNATIONAL AIRPORT CA US,53:00.0,2014,0.62,43
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,51:00.0,2015,0.44,69
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2015,0.46,57
WASHINGTON REAGAN NATIONAL AIRPORT VA US,50:00.0,2015,1.25,43
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2015,1.51,16
WASHINGTON REAGAN NATIONAL AIRPORT VA US,42:00.0,2015,1.13,76
WASHINGTON REAGAN NATIONAL AIRPORT VA US,52:00.0,2015,1.11,81
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2015,1.33,91
PHILADELPHIA INTERNATIONAL AIRPORT PA US,54:00.0,2015,1.46,44
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,56:00.0,2015,0.49,44
LOS ANGELES INTERNATIONAL AIRPORT CA US,34:00.0,2016,0.49,90
LOS ANGELES INTERNATIONAL AIRPORT CA US,53:00.0,2016,0.48,99
DETROIT CITY AIRPORT MI US,13:00.0,2016,0.97,58
DETROIT CITY AIRPORT MI US,20:00.0,2016,1.26,20
DETROIT CITY AIRPORT MI US,32:00.0,2016,1.53,8
DETROIT CITY AIRPORT MI US,42:00.0,2016,1.73,3
DETROIT CITY AIRPORT MI US,53:00.0,2016,2.55,1
MIAMI INTERNATIONAL AIRPORT FL US,53:00.0,2016,2.19,53
DETROIT CITY AIRPORT MI US,41:00.0,2016,1.16,36
DETROIT CITY AIRPORT MI US,53:00.0,2016,1.58,6
DETROIT CITY AIRPORT MI US,53:00.0,2016,0.81,97
ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US,52:00.0,2016,1.48,70
DETROIT CITY AIRPORT MI US,53:00.0,2016,0.94,69
DETROIT CITY AIRPORT MI US,50:00.0,2016,0.83,93
DETROIT CITY AIRPORT MI US,51:00.0,2016,1.12,43
DETROIT CITY AIRPORT MI US,40:00.0,2016,0.83,93
DETROIT CITY AIRPORT MI US,44:00.0,2016,0.84,90
DETROIT CITY AIRPORT MI US,48:00.0,2016,0.85,85
